trans_date,description,total_debit,total_credit,opening_balance,closing_balance,transactions_amount,source_file
,"= $1,699.34
Details of your account activity
Date Description ‘Withdrawals ($) Deposits.($) Balance ($)
‘Opening Balatice 5,575.83
3Apr _-¢-Transfer~ Autodeposit 700.00 6,275.83
: ‘Misc Payment Lyft-04-02 Wkly 20497
8 Onlinie Banking payment - 1602
FS [RBC MASTERCARD 400.00
ek Online Banking payment -1240
3 VISATD BANK 500.00 5,580.80
i 4 Apr —_Interac purchase - 0771 PHOENIX PHARMAC- 52.54 5528.26
2 Contactless Interac putcliase - 6768
z SUBWAY #31897 23.26 5505.00
SS Apr e-Transfer --Autodeposit, 125.00 5,630.00
Ey
“ §Apr—_Taterac purchase - 0994-NIKE FACTORY OU 38480 5,245.20
3 ‘Online Banking payment - 0306
g RBC MASTERCARD 500.00
g Online Banking payment-2850 500-00
a VISATD BANK
s Online Banking payment - 3022 500.00
Z VISA - CIBC ‘
2
Tord",5962.65,5575.83,0.0,8139.3,0.0,73.jpg
16-10-00,"TempiateLAB
¥y¥ St t t Account Number: 1111111
a e m e n Sort Code: 16-10-00
aR BIC: RBOSGB2L
The Royal Bank of Scotland SELECT ACCOUNT IBAN: GB11RBOS 1610 0011 111111
MR TEST TESTER
CURRENT ACCOUNT
Branch Details Period 22 Oct 2014 to 21 Dec 2014
ANY BRACH MRT TESTER
ANY STREET 1 TEST STREET
ANY TOWN TEST TOWN
AN1 TWN TES 7ER
New Balance £300.20
Paid Out
BRIGHT FORWARD 1803.90
22 Oct 2014",0.0,0.0,0.0,0.0,1155.15,74.jpg
16-10-00,"es #®@ BankStatemoents.net
¥y¥ St t t Account Number: 1111111
a emen Sort Code: 16-10-00
aK BIC: RBOSGB2L
The Royal Bank of Scotland SELECT ACCOUNT IBAN: GB11RBOS 1610 0011 1114 11
MR TEST TESTER
CURRENT ACCOUNT
Branch Details Your Details 22 Oct 2014 to 21 Dec 2014
ANY STREET 1 TEST STREET
New Balance £300.20
Ped Ou) Baercol
BRIGHT FORWARD 1803.90
22 Oct 2014",0.0,0.0,0.0,0.0,1235.15,76.jpg
16-10-00,"Stat: t Account Number: 1114414
atemen Sort Code: 16-10-00
BIC; REOSGBAL
SELECT ACCOUNT IBAN: GB 4RBOS 16100014 (114 11
MR TEST TESTER
CURRENT ACCOUNT
Branch Details Your Details Period 22 Oct 2014 to 21 Dec 2014
[ANY BRACH {MRT TESTER (Gheviots}ial ance) HIEBLO
jane STREET l 41 TEST STREET
yn a) {es TER etd da
New Balance £300.20
BRIGHT FORWARD 1803.90
[22 Oct 2014 AUTOMATED PAY IN 650274051211-CHB 190.40 1803.9}
CALL REF",0.0,0.0,0.0,0.0,21964.75,8.jpg
,"St,
London W1F 7ED
Your FlexAccount Woldtementcdateiie July 2020] Se eos
transactions eine: eer iome dean Wy
Lk CGE =l RRND eee cee ae,
47 Jun Contactless Payment 10.06 HEA TRAN 1
SAINSBURYS S/MKTS FINCHLEY REGE Fl amare aunswans,
KETOCUSTOMPLAN.COM VANCOUVER 27.00 378.22
[ee ae) Stop and
iene _ ee think
PU anster fo 0104301502900) al 00) We want to do everyihi
SL ona MICRA orn fe want to do everything we
Toes ae can to alert ,educaté and protect
Beh Sectors _ you from fraud",0.0,0.0,0.0,0.0,124.66,80.jpg
,"statement, change kformation.and-general
‘Sanita, WA 96101 inquifies, 24 hours-a day, 7-days a week 4
=
=
Account Summary April 30, 2020, Account Number, 00001213456789 —
‘paring Balance $5,234.09 =
Withdrawals ‘$2,305.87 =
Deposts $2,072.45
Closing batance-on Aprs0, 2020 $0,710.87
Your Transaction Details
Date Details Withdrawats Deposits Balance
Apa Operiing Balance 8,234.09
Apr insurance 272.48 5,600.54
Apr to ATM 200.00 5,208.54.
Apr 12 Internet Transter 250,00 5,556.54
‘apc 2 Paytol 2100.00, ese.54
‘Apr 13, Bill payment 135.07 7,521.47
An 14 Direct weit 200.00 Vsztar
Apr 4 Deposit (250.00 TART RT
Apr 15 Bill payment 325.72 7,082.15,
Agri? Bill payment",5955.07,1127.63,0.0,0.0,927.83,81.jpg
,"7oseauece Ea
>
=>
=>
Account Summary =>
pening Bataca 35,204.00 —
‘wither 32390567
epost 3287243
‘losing Balance on Ape 18,2010 sorter
Your Transaction Detalls
Date Dota Withdrawals Dapostty Balance
Ape ‘Opening Balance 5234.09
aoe ruirance mas 5y0654
arto at 200.00 530654
ate Ilene Tranter 2000 385654
Apr iz: Payroll 2100.00 7856.54.
Apr td: Bill payment 138.07 782147
at Dect debt 20000 Tazta7
Apr id Deposit 280.00 TMGT AT
Apr 1S: Bill payment 823.72 7,042.15:
Apri: Bill payment 327.63 871452,
AprIT Bill payment 720.98 5,984.55
ante rratrance mas 350654
Aart ant 200.00 330654
arte Interet Tranter 2000 585554
Apr ig: Payroll 2100.00 7856.54
Apr is: Bill payment 138.07 782147
aet8 Dest debt 200.00 Tana
Apr 18: Deposit 250,00 T3GT RT
Apr 18: Bill payment 528.72 7,042.13""
Apr 20 Bill payment 327.83 671452,
Apr 20 Bill payment, 728.98 5,884.56
Apr 20 Deposit 20:00 TS6T RT
Apr 20 Bill payment 525.72 7,042.15,
Ape 20 Bill payment 327.83 671452,
Apezt Bill payment 728.96 5,884.56
Closing Balonce sa7t087",35204.0,0.0,0.0,0.0,0.0,82.jpg
06/01/2022,"Bean Lasso Account Number: 0000000088765
123 Abraham Street Account Type: Checking
Austin City, Tx 12345-6789 Statement Period: 06/01/2022 to 06/30/2022
111-222-3333
ACCOUNT SUMMARY
Balance on June 1: $34,572.23
Total money in: $12,193.75
Total money out: $ 9,254.52
Balance on June 30: $37,511.46
DATE DESCRIPTION WITHDRAWAL DEPOSIT BALANCE
a
[coor pew thi l
(Check No",72083.69,0.0,0.0,0.0,0.0,84.jpg
06/01/2022,"Bean Lasso Account Number: 0000000088765
123 Abraham Street Account Type: Checking
Austin City, Tx 12345-6789 Statement Period: 06/01/2022 to 06/30/2022
111-222-3333
ACCOUNT SUMMARY
Balance on June 1: $34,572.23
Total money in: $12,193.75
Total money out: $ 9,254.52
Balance on June 30: $37,511.46
DATE DESCRIPTION WITHDRAWAL DEPOSIT BALANCE
a
[coor pew thi l
(Check No",72083.69,0.0,0.0,0.0,0.0,86.jpg
06/01/2022,"Bean Lasso Account Number: 0000000088765
123 Abraham Street Account Type: Checking
Austin City, Tx 12345-6789 Statement Period: 06/01/2022 to 06/30/2022
111-222-3333
ACCOUNT SUMMARY
Balance on June 1: $34,572.23
Total money in: $12,193.75
Total money out: $ 9,254.52
Balance on June 30: $37,511.46
DATE DESCRIPTION WITHDRAWAL DEPOSIT BALANCE
a
[coor pew thi l
(Check No",72083.69,0.0,0.0,0.0,0.0,88.jpg
07/18/19,"Bank aécepis Relay Calis
intemet: ushank-com
U'S- Bank National Association Account Number 1:234-3456-6789
Aécount..Sunimary
Beginning Balance:on Jul47 $ 405.75 Number-of Days:in:Staternent Period 30
Déposits' Credits, 4150.00
Card Withdrawals; 907.75-
Other Wilhidrawals 268:.50-
Ending Balance.on Aug 15, 2019 % 334.56
Deposits l Credits
Date Dascriptioniof Transaction Ref Niifaiber: Aifiount’
Jul 17 ""Visa Direct ""BAYPAL*Peitow Al BE0717 1056 $ 99.00
Juk 18: Zelleinstant: [PMTFroti/ARNO:PERLOW 00:00
On 07/18/19 PMT ID=PNC013608186
Juk 19! Zelle'instant: [PMT FronARNO:PERLOW 00:00
‘On 07ASAD PMT ID=PNC013684585,
Juk ‘19! Zelle'instant: :PM.-Froti ARNO:PERLOW 00:00
On",452.76,41.0,0.0,0.0,4667.3,89.jpg
,"NEWACCOUNT® ° 3300 ) B76.86
‘ 419 WALMART: 47374, 40 50312.
‘ 4010 AMAZON = ! ee
l tea eer exer oe ae r.08
a 11/24 AMAZON ' : 78623: E l 00:83:
ue me a a = v4 a as = s
i",0.0,0.0,0.0,0.0,76.86,90.jpg
,"i boise ,
“Old Exhloned ° Contact'tel 800-422-3641
sée:reverse for-call times:
Textphone 800-422-3641
‘Used: by deaf orspecch impaired: customers.
Wwww:suttonbank.com/
2.Post Alley,.
Seattle, ie cmcamecBe ranean
WA.9B104 Account Summary:
Opening Balance: 9985.50:
Uae aia be clo ll ll Payinerits Out
Glosing ‘Balance
01 Apr te 29 Apr 2021 —
‘Actourit rane Roubting Account Humber sheet Number
“Mf Jobin Doe: O41215663 — srceanvenne' 1234 4
‘01 Apr2021 BALANCE BROUGHT ‘9985.50
: FORWARD",400.6,0.0,9985.5,0.0,350.0,93.jpg
,"oe
sing Balance: Age
Q1 Apr to:29 Apr2024
Account tame: Rounting Account number Sheet Number
Mi dohn-Oce",59.0,0.0,0.0,0.0,21071.09,94.jpg
,"7oseauece Ea
>
=>
=>
Account Summary =>
pening Bataca 35,204.00 —
‘wither 32390567
epost 3287243
‘losing Balance on Ape 18,2010 sorter
Your Transaction Detalls
Date Dota Withdrawals Dapostty Balance
Ape ‘Opening Balance 5234.09
aoe ruirance mas 5y0654
arto at 200.00 530654
ate Ilene Tranter 2000 385654
Apr iz: Payroll 2100.00 7856.54.
Apr td: Bill payment 138.07 782147
at Dect debt 20000 Tazta7
Apr id Deposit 280.00 TMGT AT
Apr 1S: Bill payment 823.72 7,042.15:
Apri: Bill payment 327.63 871452,
AprIT Bill payment 720.98 5,984.55
ante rratrance mas 350654
Aart ant 200.00 330654
arte Interet Tranter 2000 585554
Apr ig: Payroll 2100.00 7856.54
Apr is: Bill payment 138.07 782147
aet8 Dest debt 200.00 Tana
Apr 18: Deposit 250,00 T3GT RT
Apr 18: Bill payment 528.72 7,042.13""
Apr 20 Bill payment 327.83 671452,
Apr 20 Bill payment, 728.98 5,884.56
Apr 20 Deposit 20:00 TS6T RT
Apr 20 Bill payment 525.72 7,042.15,
Ape 20 Bill payment 327.83 671452,
Apezt Bill payment 728.96 5,884.56
Closing Balonce sa7t087",35204.0,0.0,0.0,0.0,0.0,95.jpg
,"“OSBI OS l
""Account Name AAINl CONSTRUCTIONS BO PYTLTD a IST
Attbes.-., 8 1EAna1, GRGUND PLOORMOMAN GO -OPER
Ee ATIVE INDUSTRIAL ESTATEMATHURA ROAD NEW DEL 7
‘ eau",0.0,0.0,0.0,0.0,4.0,97.jpg
